window_start,window_end,feature_cutoff,lookback_start,event_count,velocity_per_step,amount_mean,amount_std,amount_deviation,mean_interarrival_steps,unique_origins,unique_destinations,destination_entropy,amount_entropy,repetition_ratio,max_entity_relative_velocity,max_entity_relative_amount,max_entity_relative_velocity_lag1,max_entity_relative_amount_lag1,velocity_delta,amount_delta,is_synthetic_spike,scenario_ids
463,468,463,457,614,102.33333333333333,199013.95216612375,528091.8903176993,156256.68216612376,1.0,614,614,9.26209484537018,9.144831001721972,0.0016286644951140066,0.3333333333333333,125473.209,0.3333333333333333,200000.0,0.0,-74526.791,False,
464,469,464,458,614,102.33333333333333,216244.49161237784,582279.7775538485,173487.22161237785,1.0,614,614,9.26209484537018,9.144831001721972,0.0016286644951140066,0.3333333333333333,125473.209,0.3333333333333333,125473.209,0.0,0.0,False,
465,470,465,459,192,32.0,581682.8484895834,1037285.2808143109,392504.0684895833,1.0,192,192,7.584962500721157,7.157879167387824,0.005208333333333333,0.3333333333333333,125473.209,0.3333333333333333,125473.209,0.0,0.0,False,
466,471,466,460,196,32.666666666666664,657738.9104591836,1125970.288106296,439255.4054591836,1.0,196,196,7.614709844115208,7.175934333911126,0.00510204081632653,0.3333333333333333,125473.209,0.3333333333333333,125473.209,0.0,0.0,False,
467,472,467,461,1121,186.83333333333334,243147.14804638718,590540.1749258952,172666.94804638717,1.0,1121,1121,10.130570562805428,10.062773952635935,0.0008920606601248885,0.3333333333333333,125473.209,0.3333333333333333,125473.209,0.0,0.0,False,
468,473,468,462,1050,175.0,229112.01551428574,541687.4637229751,159394.52051428574,1.0,1050,1050,10.036173612553485,9.967602183982057,0.0009523809523809524,0.3333333333333333,93815.3996,0.3333333333333333,125473.209,0.0,-31657.8094,False,
469,474,469,463,1046,174.33333333333334,225680.15498087957,514561.8353488538,155962.65998087957,1.0,1046,1046,10.030667136246942,9.965657576017497,0.0009560229445506692,0.3333333333333333,93815.3996,0.3333333333333333,93815.3996,0.0,0.0,False,
470,475,470,464,7052,1175.3333333333333,191298.08576290417,424236.7938769855,107875.78576290418,1.0,7052,7033,12.778428217062665,12.774174104754099,0.0002836074872376631,0.3333333333333333,200000.0,0.3333333333333333,93815.3996,0.0,106184.6004,False,
471,476,471,465,7048,1174.6666666666667,190595.362176504,420447.71276139276,107612.44217650397,1.0,7048,7029,12.77760660846638,12.773917618682043,0.00028376844494892167,0.3333333333333333,200000.0,0.3333333333333333,200000.0,0.0,0.0,False,
472,477,472,466,9656,1609.3333333333333,186639.00511288317,399405.29526192637,102305.62511288316,1.0,9656,9623,13.230374832337453,13.231203332751706,0.00020712510356255177,0.3333333333333333,200000.0,0.3333333333333333,200000.0,0.0,0.0,False,
473,478,473,467,8756,1459.3333333333333,192693.3358074463,438671.1728026591,103661.0808074463,1.0,8756,8728,13.089660624745132,13.089432209943853,0.00022841480127912289,0.3333333333333333,297083.3972,0.3333333333333333,200000.0,0.0,97083.3972,False,
474,479,474,468,8754,1459.0,192137.54667923236,437733.8772839212,103436.51167923235,1.0,8754,8726,13.089329593016476,13.089329593016476,0.0002284669865204478,0.3333333333333333,297083.3972,0.3333333333333333,297083.3972,0.0,0.0,False,
475,480,475,469,11470,1911.6666666666667,196328.07766957278,454950.3001994865,104544.65766957279,1.0,11470,11415,13.475987535506501,13.480869837162997,0.0001743679163034002,0.3333333333333333,297083.3972,0.3333333333333333,297083.3972,0.0,0.0,False,
476,481,476,470,5468,911.3333333333334,206200.17152158008,496005.0865402409,108483.95652158008,1.0,5468,5452,12.41094529644293,12.406190358622887,0.000365764447695684,0.3333333333333333,297083.3972,0.3333333333333333,297083.3972,0.0,0.0,False,
477,482,477,471,9211,1535.1666666666667,185319.57562588208,448841.81177015085,103332.15562588208,1.0,9211,9174,13.161108204344266,13.162845257867229,0.00021713169037020953,0.3333333333333333,297083.3972,0.3333333333333333,297083.3972,0.0,0.0,False,
478,483,478,472,6601,1100.1666666666667,191824.55106802,518032.6978257941,112482.06106801999,1.0,6601,6581,12.682409194806631,12.679379350843597,0.0003029843963035904,0.3333333333333333,297083.3972,0.3333333333333333,297083.3972,0.0,0.0,False,
479,484,479,473,8425,1404.1666666666667,173921.4189388724,464108.5327422874,110546.0989388724,1.0,8425,8402,13.035001030303764,13.033101920511479,0.00023738872403560832,0.3333333333333333,192790.49399999998,0.3333333333333333,297083.3972,0.0,-104292.90320000003,False,
480,485,480,474,9319,1553.1666666666667,167681.89971348856,462761.3428693632,113211.94971348856,1.0,9319,9292,13.1801648224754,13.179735591871257,0.00021461530207103768,0.3333333333333333,192790.49399999998,0.3333333333333333,192790.49399999998,0.0,0.0,False,
481,486,481,475,6597,1099.5,149497.37136728814,441605.1321241705,110293.67136728815,1.0,6597,6588,12.684865876615685,12.679712018801528,0.00030316810671517357,0.3333333333333333,192790.49399999998,0.3333333333333333,192790.49399999998,0.0,0.0,False,
482,487,482,476,6597,1099.5,149998.84630134908,442174.9881202858,110466.41630134909,1.0,6597,6587,12.68456270850897,12.679712018801528,0.00030316810671517357,0.3333333333333333,192790.49399999998,0.3333333333333333,192790.49399999998,0.0,0.0,False,
483,488,483,477,2858,476.3333333333333,141271.76623512944,517548.44274940493,124849.98123512944,1.0,2858,2857,11.480090411032833,11.460496289269361,0.0006997900629811056,0.3333333333333333,192790.49399999998,0.3333333333333333,192790.49399999998,0.0,0.0,False,
484,489,484,478,3165,527.5,135662.3402906793,451744.1711462263,118245.7302906793,1.0,3165,3163,11.626725961250926,11.610296261408905,0.000631911532385466,0.3333333333333333,151526.4922,0.3333333333333333,192790.49399999998,0.0,-41264.00179999997,False,
485,490,485,479,1263,210.5,142708.87568487728,521088.8771694328,127452.35568487727,1.0,1263,1263,10.302638923787548,10.259883579369497,0.000791765637371338,0.3333333333333333,151526.4922,0.3333333333333333,151526.4922,0.0,0.0,False,
486,491,486,480,371,61.833333333333336,264552.2842048517,727750.880475458,179387.74420485174,1.0,371,371,8.535275376620802,8.368159473655844,0.0026954177897574125,0.3333333333333333,151526.4922,0.3333333333333333,151526.4922,0.0,0.0,False,
487,492,487,481,373,62.166666666666664,290915.52235924936,792055.6189309736,202740.21235924936,1.0,373,373,8.543031820255237,8.37145005081824,0.002680965147453083,0.3333333333333333,151526.4922,0.3333333333333333,151526.4922,0.0,0.0,False,
488,493,488,482,1271,211.83333333333334,168256.73034618408,515327.5386525696,149773.6803461841,1.0,1271,1271,10.311748315004959,10.261394263077342,0.0007867820613690008,0.3333333333333333,151526.4922,0.3333333333333333,151526.4922,0.0,0.0,False,
489,494,489,483,1263,210.5,172424.14835312747,552808.3194682607,154412.59835312748,1.0,1263,1263,10.302638923787548,10.258300048094753,0.000791765637371338,0.3333333333333333,151526.4922,0.3333333333333333,151526.4922,0.0,0.0,False,
490,495,490,484,960,160.0,181140.11844791664,600714.4473661367,167798.88344791665,1.0,960,960,9.906890595608518,9.842307262275185,0.0010416666666666667,0.3333333333333333,150312.4926,0.3333333333333333,151526.4922,0.0,-1213.99960000001,False,
491,496,491,485,4774,795.6666666666666,197801.74071219104,474770.784685771,123383.71571219104,1.0,4774,4763,12.2163745561509,12.206739030386341,0.00041893590280687055,0.3333333333333333,162111.1636,0.3333333333333333,150312.4926,0.0,11798.671000000002,False,
492,497,492,486,4774,795.6666666666666,196331.0171093423,468344.314631852,121912.9921093423,1.0,4774,4763,12.2163745561509,12.206739030386341,0.00041893590280687055,0.3333333333333333,162111.1636,0.3333333333333333,162111.1636,0.0,0.0,False,
493,498,493,487,9885,1647.5,212220.42380475468,476128.94713370973,128335.80380475469,1.0,9885,9842,13.262325200034883,13.264146140854306,0.00020232675771370763,0.3333333333333333,162111.1636,0.3333333333333333,162111.1636,0.0,0.0,False,
494,499,494,488,10792,1798.6666666666667,223065.28404558933,494898.11173457245,128906.64404558933,1.0,10792,10739,13.387852542510906,13.391744314193636,0.00018532246108228317,0.3333333333333333,162111.1636,0.3333333333333333,162111.1636,0.0,0.0,False,
495,500,495,489,10792,1798.6666666666667,224095.75699962935,500903.0763797789,129526.38699962935,1.0,10792,10739,13.387852542510906,13.391744314193636,0.00018532246108228317,0.3333333333333333,162111.1636,0.3333333333333333,162111.1636,0.0,0.0,False,
496,501,496,490,14034,2339.0,222393.76440929173,492767.9941988167,128412.51940929174,1.0,14034,13952,13.7649527414159,13.771793271556986,0.00014251104460595695,0.3333333333333333,162111.1636,0.3333333333333333,162111.1636,0.0,0.0,False,
497,502,497,491,11087,1847.8333333333333,226617.8476278524,503048.315308442,132402.05762785242,1.0,11087,11033,13.426772197185063,13.430989288147646,0.0002705871741679444,0.3333333333333333,146810.96,0.3333333333333333,162111.1636,0.0,-15300.203600000008,False,
498,503,498,492,11095,1849.1666666666667,229568.24926273094,522808.2394604025,135007.54926273093,1.0,11095,11041,13.427819894087332,13.431312898819387,0.000270392068499324,0.3333333333333333,200000.0,0.3333333333333333,146810.96,0.0,53189.04000000001,False,
499,504,499,493,5988,998.0,236535.10408149633,601938.922603877,140469.95408149634,1.0,5988,5971,12.542180483346328,12.535166455290216,0.00033400133600534405,0.3333333333333333,200000.0,0.3333333333333333,200000.0,0.0,0.0,False,
500,505,500,494,4179,696.5,238778.4541756401,629942.8319369714,144240.65417564008,1.0,4179,4170,12.024634792784003,12.010277290989311,0.0004785833931562575,0.3333333333333333,200000.0,0.3333333333333333,200000.0,0.0,0.0,False,
501,506,501,495,10279,1713.1666666666667,180601.68108279014,483763.87453956826,110897.79108279014,1.0,10279,10250,13.321769725035747,13.31943486755934,0.0001945714563673509,0.3333333333333333,200000.0,0.3333333333333333,200000.0,0.0,0.0,False,
502,507,502,496,7051,1175.1666666666667,172078.5797659906,552418.4551818277,111770.0697659906,1.0,7051,7037,12.779641097322417,12.770066600796486,0.00028364770954474543,0.3333333333333333,200000.0,0.3333333333333333,200000.0,0.0,0.0,False,
503,508,503,497,6491,1081.8333333333333,170648.6769095671,567621.1501111803,111350.45690956709,1.0,6491,6480,12.660835732564939,12.648894617944029,0.0003081189339084887,0.3333333333333333,200000.0,0.3333333333333333,200000.0,0.0,0.0,False,
504,509,504,498,8349,1391.5,149698.66656725356,490750.3670888883,106218.61656725356,1.0,8349,8331,13.023075800412805,13.017326608892862,0.00023954964666427118,0.3333333333333333,200000.0,0.3333333333333333,200000.0,0.0,0.0,False,
505,510,505,499,8347,1391.1666666666667,145889.39011021925,445435.463739301,102429.86011021925,1.0,8347,8329,13.022729128764986,13.017697380831597,0.00023960704444710675,0.3333333333333333,200000.0,0.3333333333333333,200000.0,0.0,0.0,False,
506,511,506,500,9273,1545.5,141541.9275272296,438850.71694598545,104337.4675272296,1.0,9273,9251,13.174075481097764,13.170193242340082,0.00021567993098242207,0.3333333333333333,200000.0,0.3333333333333333,200000.0,0.0,0.0,False,
507,512,507,501,3173,528.8333333333334,147696.83774030884,623366.3437636031,134298.69774030882,1.0,3173,3171,11.630371169296144,11.605788755177013,0.0006303183107469272,0.3333333333333333,200000.0,0.3333333333333333,200000.0,0.0,0.0,False,
508,513,508,502,3159,526.5,136478.18958214624,554364.4875328747,123227.00958214625,1.0,3159,3157,11.623985998258428,11.603726422443296,0.0006331117442228553,0.3333333333333333,200000.0,0.3333333333333333,200000.0,0.0,0.0,False,
509,514,509,503,2852,475.3333333333333,131955.55910238432,562556.8556697831,119897.27910238432,1.0,2852,2851,11.4770570041718,11.456019136009106,0.0007012622720897616,0.3333333333333333,200000.0,0.3333333333333333,200000.0,0.0,0.0,False,
510,515,510,504,1262,210.33333333333334,189292.16795562598,791681.8923587609,174295.95795562599,1.0,1262,1261,10.299911408928665,10.247613469150535,0.001584786053882726,0.3333333333333333,200000.0,0.3333333333333333,200000.0,0.0,0.0,False,
511,516,511,505,1262,210.33333333333334,194294.1150554675,802140.8308520742,179297.9050554675,1.0,1262,1261,10.299911408928665,10.247613469150535,0.001584786053882726,0.3333333333333333,200000.0,0.3333333333333333,200000.0,0.0,0.0,False,
512,517,512,506,332,55.333333333333336,450714.1789457831,1405675.0755776626,345939.27894578315,1.0,332,332,8.375039431346927,8.188292443395119,0.0030120481927710845,0.3333333333333333,200000.0,0.3333333333333333,200000.0,0.0,0.0,False,
513,518,513,507,336,56.0,407291.2238988095,1259765.2449758674,290459.0738988095,1.0,336,336,8.392317422778762,8.207793613254951,0.002976190476190476,0.3333333333333333,200000.0,0.3333333333333333,200000.0,0.0,0.0,False,
514,519,514,508,332,55.333333333333336,298480.28418674704,863196.7158385227,196815.84418674704,1.0,332,332,8.375039431346927,8.200340636166203,0.0030120481927710845,0.3333333333333333,179832.5166,0.3333333333333333,200000.0,0.0,-20167.483399999997,False,
515,520,515,509,9059,1509.8333333333333,231423.0421503477,558084.5893993636,149783.28215034772,1.0,9059,9033,13.13939594036256,13.137408966082837,0.00022077491996909152,0.3333333333333333,200000.0,0.3333333333333333,179832.5166,0.0,20167.483399999997,False,
516,521,516,510,8777,1462.8333333333333,233384.57682009798,562236.785798963,151343.75682009797,1.0,8777,8751,13.093587616399919,13.092448274939283,0.0002278682921271505,0.3333333333333333,200000.0,0.3333333333333333,200000.0,0.0,0.0,False,
517,522,517,511,8781,1463.5,237032.28438560528,596998.0204241681,154963.19438560528,1.0,8781,8755,13.094247654350498,13.091570308375744,0.0002277644915157727,0.3333333333333333,200000.0,0.3333333333333333,200000.0,0.0,0.0,False,
518,523,518,512,10166,1694.3333333333333,227369.58692701158,575921.2815339144,146298.5069270116,1.0,10166,10131,13.304578818025666,13.303643368979401,0.0001967342120794806,0.3333333333333333,200000.0,0.3333333333333333,200000.0,0.0,0.0,False,
519,524,519,513,13642,2273.6666666666665,215277.78402873478,529934.6268077933,131443.31902873478,1.0,13642,13585,13.727411001305638,13.730232451605865,0.00014660606949127694,0.3333333333333333,200000.0,0.3333333333333333,200000.0,0.0,0.0,False,
520,525,520,514,13644,2274.0,215356.90715332745,530047.3957745067,131619.66215332746,1.0,13644,13587,13.727623718593172,13.73029817073299,0.0001465845793022574,0.3333333333333333,200000.0,0.3333333333333333,200000.0,0.0,0.0,False,
